CODFILIAL;NUMERO_NOTA;CODPROD;NOME_PRODUTO;CATEGORIA;DTMOV_ENTRADA;QTD_ENTRADA;VLR_ENTRADA
2;500185;49166;ANLODIPINO 5MG 30COM GEN NOV SDZ;OLEO/LOC CORPORAL;2025-12-18;4,0;11,93
2;500186;154079;EMSCORT (CETO+BETA+NEO) PM 30G;PRODUTO COM PMC;2025-12-18;6,0;27,84
2;500187;111155;QUEIMALIVE SUN LOCAO SPRAY 50ML;;2025-12-18;1,0;9,54
2;500194;117927;PIOGLITAZONA 30MG 15COM GEN NVQ;PRODUTO COM PMC;2025-12-18;1,0;22,99
2;500197;54305;METRONIDAZOL GEL VAG 10APLIC 50G GEN GEO;OLEO/LOC CORPORAL;2025-12-18;2,0;16,04
2;500199;55581;DICLO DIETILAMONIO GEL 10MG/G 60G TEUTO;PRODUTO COM PMC;2025-12-18;1,0;4,84
2;500200;158690;DERSOL A.G.E ALMOTOLIA 100ML;PRODUTO COM PMC;2025-12-18;2,0;6,68
2;500201;57819;ACETILCISTEINA XPE AD 40MG 120ML GEN LEG;MEL/PROPOLIS;2025-12-18;1,0;8,14
2;500202;55220;AMINOFILINA 100MG 20COM GEN TB;MEL/PROPOLIS;2025-12-18;1,0;2,0
2;500202;55220;AMINOFILINA 100MG 20COM GEN TB;OLEO/LOC CORPORAL;2025-12-18;1,0;2,0
2;500207;103276;ROSUVASTATINA CALCICA 10MG 30COM GEN GMD;PRODUTO COM PMC;2025-12-18;1,0;4,48
2;500207;103276;ROSUVASTATINA CALCICA 10MG 30COM GEN GMD;MEL/PROPOLIS;2025-12-18;1,0;4,48
2;500207;103276;ROSUVASTATINA CALCICA 10MG 30COM GEN GMD;OLEO/LOC CORPORAL;2025-12-18;1,0;4,48
2;500248;153049;CH VIVA SIL O T2 4915-02-N ;CHUPETAS;2025-12-18;12,0;77,41
2;500258;155542;OLMESARTANA+ANLO 40MG+5MG 30COM GEN NQ;PRODUTO COM PMC;2025-12-18;1,0;20,26
2;500264;62324;PARACETAMOL 200MG/ML 15ML GEN GEO;LUBRIFICANTE;2025-12-18;3,0;6,61
2;500264;62324;PARACETAMOL 200MG/ML 15ML GEN GEO;MEL/PROPOLIS;2025-12-18;3,0;6,61
2;500274;60593;PREDNISONA 20MG 10COM GEN LEG;MEL/PROPOLIS;2025-12-18;9,0;31,47
2;500274;60593;PREDNISONA 20MG 10COM GEN LEG;OLEO/LOC CORPORAL;2025-12-18;9,0;31,47
2;500495;12432;AMBROXOL XPE ADT 30MG/5ML 120ML GEN GLB;LUBRIFICANTE;2025-12-18;2,0;10,58
2;500495;12432;AMBROXOL XPE ADT 30MG/5ML 120ML GEN GLB;CAIXA TERMICA;2025-12-18;2,0;10,58
2;500500;19682;MASSAGEOL POM 15G;PRODUTO COM PMC;2025-12-18;11,0;38,94
2;500536;152359;VIT NEO QUIMICA VITAMINA D3 10.000UI4CAP;PRODUTO COM PMC;2025-12-18;48,0;329,64
2;500546;101486;TERBINAFINA CR 10MG/G 20G GEN GMD;LUBRIFICANTE;2025-12-18;3,0;41,5
2;500614;22284;CORTITOP (DEXAMETASONA) CR 1MG/G 10G;PRODUTO COM PMC;2025-12-19;11,0;26,51
2;500633;76554;LIMONADA PURGATIVA SOL ORAL 200ML AIRELA;PRODUTO SEM PMC;2025-12-19;4,0;25,45
2;500637;111767;IBUPROFENO 100MG/ML 20ML GEN GEO;PRODUTO COM PMC;2025-12-19;2,0;4,52
2;500639;101486;TERBINAFINA CR 10MG/G 20G GEN GMD;PRODUTO COM PMC;2025-12-19;1,0;13,83
2;500639;101486;TERBINAFINA CR 10MG/G 20G GEN GMD;LUBRIFICANTE;2025-12-19;1,0;13,83
2;500646;101729;DESONIDA CR 0,5MG/G 30G GEN GMD;CAIXA TERMICA;2025-12-19;42,0;381,91
2;500646;101729;DESONIDA CR 0,5MG/G 30G GEN GMD;OLEO/LOC CORPORAL;2025-12-19;42,0;381,91
2;500647;103160;PIROXICAM 20MG 10CAP GEN GMD;LUBRIFICANTE;2025-12-19;44,0;164,72
2;500647;103160;PIROXICAM 20MG 10CAP GEN GMD;OLEO/LOC CORPORAL;2025-12-19;44,0;164,72
2;500650;55565;PROPRANOLOL 40MG 30COM GEN TB;CAIXA TERMICA;2025-12-19;29,0;44,2
2;500650;55565;PROPRANOLOL 40MG 30COM GEN TB;OLEO/LOC CORPORAL;2025-12-19;29,0;44,2
2;500709;97438;PIOLETAL (PERMETRINA) LOCAO 10MG/ML 60ML;PRODUTO COM PMC;2025-12-19;44,0;387,05
2;500710;155361;DOMPERIDONA 10MG 30COM GEN NQ;CAIXA TERMICA;2025-12-19;2,0;6,48
2;500716;122;NIMESULIDA 100MG 12COM GEN NQ;PRODUTO COM PMC;2025-12-19;60,0;105,39
2;500718;154574;DORALGINA (DIP+ISOMET+CAF) (25X4) 100COM;PRODUTO COM PMC;2025-12-19;12,0;441,77
2;500719;153190;ALBENDAZOL 40MG/ML 10ML GEN GEO;LUBRIFICANTE;2025-12-19;1235,0;2212,04
2;500719;153190;ALBENDAZOL 40MG/ML 10ML GEN GEO;CAIXA TERMICA;2025-12-19;1235,0;2212,04
2;500728;82465;AMOXICILINA 500MG 21CAP GEN NQ;PRODUTO COM PMC;2025-12-19;77,0;534,49
2;500762;82198;PROPRANOLOL 40MG 30COM GEN NQ;OLEO/LOC CORPORAL;2025-12-19;22,0;62,17
2;500775;147345;SUPORTE P/OMBROS TAM P OR61;ORTOPEDICOS;2025-12-19;2,0;110,69
2;500779;151153;COLETE PUTTI COMF AIR LARGO M OR1461_2;ORTOPEDICOS;2025-12-19;2,0;284,39
2;500780;151154;COLETE PUTTI COMF AIR LARGO G OR1461_3*;ANTISSEPTICO;2025-12-19;1,0;142,2
2;500786;150658;CINTA ERGONOMICA COM SUSPENSORIO TAM P*;ANTISSEPTICO;2025-12-19;1,0;80,67
2;500788;13803;CORTICORTEN (PREDNISONA) 5MG 20COM;PRODUTO COM PMC;2025-12-19;236,0;922,8
2;500789;150656;CINTA ERGONOMICA COM SUSPENSORIO TAM G*;ORTOPEDICOS;2025-12-19;2,0;161,33
2;500802;146856;VIT NEO QUIMICA OMEGA 3 60CAP;MORDEDORES;2025-12-19;2,0;21,19
2;500804;154998;GEL D CLEAN 50G+ESC JUVENIL STAR WARS;ESCOVAS DENTAIS;2025-12-19;3,0;27,24
2;500806;155077;TROMETAMOL CETOROLACO 10MG 20COM GEN NQ;OLEO/LOC CORPORAL;2025-12-19;32,0;647,32
2;500843;17310;NEOTAREN (DICLO SODICO) 50MG 20COM;PRODUTO COM PMC;2025-12-19;2,0;3,29
2;500847;80659;MIORRELAX (DIP+ORF+CAF) 3X10 30COM;PRODUTO COM PMC;2025-12-19;2,0;12,1
2;500848;142608;DESLORATADINA XPE 0,5MG/ML 60ML GEN PRA*;PRODUTO COM PMC;2025-12-19;95,0;329,26
2;500848;142608;DESLORATADINA XPE 0,5MG/ML 60ML GEN PRA*;LUBRIFICANTE;2025-12-19;95,0;329,26
2;500862;147706;ALBENDAZOL 40MG 10ML GEN EMS;CAIXA TERMICA;2025-12-19;4,0;15,68
2;500890;17590;NEOSORO SOL NASAL ADT 30ML;PRODUTO COM PMC;2025-12-19;22,0;61,97
2;500891;141567;CITALOPRAM 20MG 30COM (C1) GEN NVQ;MEL/PROPOLIS;2025-12-19;1,0;5,95
2;500907;93319;TINIDAZOL+MICONAZOL CR VAG 40G 7APL NQ;LUBRIFICANTE;2025-12-19;1,0;10,61
2;500912;142509;CAPTOPRIL 50MG 30COM GEN PRATI;CAIXA TERMICA;2025-12-19;3,0;9,27
3;773481;143127;ESM CREM RISQ TOM DO MEU TOM BL 8ML;NEBULIZADORES;2025-03-06;6,0;18,27
3;773964;153014;JOELHEIRA ARTI C/DOBRAD CINTA CRU MER G;ANTISSEPTICO;2025-03-08;1,0;91,98
3;773964;153014;JOELHEIRA ARTI C/DOBRAD CINTA CRU MER G;ORTOPEDICOS;2025-03-08;2,0;183,95
3;774152;144243;SAB LIQ PHYTO CALENDULA 250 ML;;2025-03-10;11,0;104,03
3;774360;143463;TOALHAS UMED HUGGIES ONE&DONE 48UN L4P3;MASCULINO;2025-03-11;1,0;26,73
3;774360;150391;TALCO PERFUMADO DINNOBABY 180G;ACESSORIOS;2025-03-11;1,0;7,74
3;774360;153128;PAPEL HIG MILI FS BIANCO PERFUM 60M 4UN;PAPEL HIG;2025-03-11;20,0;86,0
3;774368;145848;KIT SH+CD SK AMIDO DE MILHO 325ML;LINHA CAPILAR;2025-03-11;4,0;45,91
3;774388;146500;DES AERO MONANGE PROTECAO SECA 90G;DESODORANTE;2025-03-11;1,0;6,26
3;774389;132790;SH ALYNE REGENERADOR 350ML;BANDAGEM/FITA;2025-03-11;24,0;129,48
3;775109;152128;ESM RISQ CARE SEDA BASE CL 8ML;PED./MANICURE;2025-03-13;41,0;116,79
3;775116;153564;ESM RISQ CR LAGRIMAS VENUS CL 8ML;PED./MANICURE;2025-03-13;2,0;5,63
3;775122;125163;ESM NAT RISQ INCOLOR BL 8ML;NEBULIZADORES;2025-03-13;52,0;167,24
3;775122;125163;ESM NAT RISQ INCOLOR BL 8ML;TERMICA;2025-03-13;52,0;167,24
3;775592;132772;KIT MAM CLEAN 220,120 ML RED 3770-01-AZ;ACESSORIOS;2025-03-14;14,0;111,49
3;775592;148005;SAB LIQ MONANGE EXTRATO DE OLIVA 240ML;SABONETES;2025-03-14;12,0;54,05
3;775592;148466;LENÇO REPEL EXPOSIS INFANTIL79.3G 10UND;OXIMETROS;2025-03-14;3,0;62,91
3;775592;149971;CR DENT HICLEAN FREEGELLS CEREJA 90G;CREME/GEL DENTAL;2025-03-14;108,0;342,84
3;775595;145180;SH MONANGE LISOS TE QUERO 325ML;LINHA CAPILAR;2025-03-14;12,0;67,59
3;775595;145182;SH MONANGE QUIMICA SEM DRAMA 325ML;BANDAGEM/FITA;2025-03-14;18,0;88,02
3;775595;153552;ESM CR RISQ EUSOU ESS GLAM TDO CL 8ML;NEBULIZADORES;2025-03-14;288,0;873,01
3;775595;154518;ESM RISQ DGEL SEDA LILAS CL 9,5ML;TERMICA;2025-03-14;147,0;911,46
3;775609;133255;COLONIA HUGGIES EXT SUAVE 100ML;HIGIENE INFANTIL;2025-03-14;53,0;489,62
3;775620;143418;KIT CAPITAO AMERICA SH250ML+GEL250G;SHAMPOO;2025-03-14;2,0;31,23
3;775621;148651;HID MONANGE DETOX 200ML;CUIDADOS COM A PELE;2025-03-14;2,0;18,28
3;775623;148559;ESM RISQ DGEL CR HIBISCO ROSA CL 9,5ML;PED./MANICURE;2025-03-14;2,0;12,95
3;775626;152923;KIT SH+CD430ML+210ML CHEIRINHO BEBE ROSA;BANDAGEM/FITA;2025-03-14;4,0;77,09
3;776674;140693;ESC D CLEAN ADT ENC OK MEDIA;ESCOVAS DENTAIS;2025-03-18;24,0;50,62
3;776677;146128;CD ALYNE LOUROS RADIANTES 350ML;LINHA CAPILAR;2025-03-18;7,0;44,01
3;776692;130997;OLEO PAIXAO AMEND INSPIRADORA 200ML;PRODUTO COM PMC;2025-03-18;23,0;291,79
3;776692;130997;OLEO PAIXAO AMEND INSPIRADORA 200ML;MEL/PROPOLIS;2025-03-18;23,0;291,79
3;776694;151729;SAB GB VEGETAL BARRA 90G BLUEBERRY;SABONETE SOLIDO;2025-03-18;2,0;5,03
3;776696;127171;ESC D CLEAN INF PRM DOCTOR DUCK EXT MAC;ESCOVAS DENTAIS;2025-03-18;24,0;179,65
3;778224;154276;ESM RISQ CREM FC VAI TER ARCO IRS BL 8ML;TERMICA;2025-03-22;9,0;42,55
3;781094;152427;TALCO CHEIRINHO DE BEBE VERDE 120G;ACESSORIOS;2025-04-02;2,0;22,94
3;781612;152424;OLEO SUAVE CHEIRINHO DE BEBE 140ML;CUIDADOS COM A PELE;2025-04-04;3,0;46,49
3;781614;146633;ESC CAB CONDOR FROZEN OVAL 9873;PENTES/ESCOVAS;2025-04-04;6,0;56,98
3;790019;136753;KIT GB ROLLON C/2UND BLUE 50ML;DESODORANTE;2025-05-09;35,0;262,61
3;790019;136753;KIT GB ROLLON C/2UND BLUE 50ML;VITAMINAS/MINERAIS;2025-05-09;35,0;262,61
3;790036;140933;KOLESTON KIT CASTANHO MEDIO 40;COLORACAO;2025-05-09;3,0;42,1
3;790043;152841;ESC DENT UNOCO ADT MEDIA PERFECT;TIRAS REAGENTES;2025-05-09;24,0;37,4
3;790044;150532;COLAGENO TIPO II 60CAP 30G MIX NUTRI;MAQUIAGEM;2025-05-09;1,0;17,44
3;790044;151081;SH ALYNE MEN FORTALECEDOR 350ML;LINHA CAPILAR;2025-05-09;12,0;64,92
3;790044;151768;KIT SH+CD ALYNE ZERO CASPA REFRESC 350ML;LINHA CAPILAR;2025-05-09;3,0;37,08
3;790044;155645;GEL LIMP13%TEN+2%AC SAL GL01 350ML;CUIDADOS COM A PELE;2025-05-09;5,0;138,75
3;790775;152285;CD ALYNE ZERO CASPA DETOX REFRESCA 350ML;BANDAGEM/FITA;2025-05-13;12,0;101,16
3;790776;127112;TORNOZELEIRA ELAST M PTO BC0647;ANTISSEPTICO;2025-05-13;17,0;325,06
3;790776;141047;ED BITUFO INTERTUFO CILINDRICA 1UND;ORAL CARE;2025-05-13;6,0;73,04
3;790776;141688;GEL DENTAL BITUFO COCORICO S/F T FRU 90G;ORAL CARE;2025-05-13;12,0;75,25
3;790776;142925;BIOCOLOR MINI LOURO ESC CLAS 6.0 ;COLORACAO;2025-05-13;3,0;21,14
3;790776;147545;GUARDANAPO ELITE PLUS FS 300 UND;PROTEINAS;2025-05-13;48,0;238,74
3;790776;150378;ESPONJA BANHO DUO 3UND SLOW;ESPONJAS-BANHO;2025-05-13;2,0;11,5
3;790776;150391;TALCO PERFUMADO DINNOBABY 180G;MAMADEIRAS;2025-05-13;1,0;7,74
3;790776;151988;REPELENTE EXPOSIS SPRAY GATILHO 150ML;OXIMETROS;2025-05-13;1,0;40,35
3;790776;155857;GEL FIXADOR ABOVE EXT FORTE 4 300G;GEL CAPILAR;2025-05-13;6,0;46,14
3;792628;140389;PROT DIARIO INTIMUS FLEXIVEL 40UND;ABSORVENTES;2025-05-20;115,0;672,99
3;794047;146483;KIT TOY STORY (SH 250+CD 230ML) JESSIE ;AUTOTESTE COVID;2025-05-26;6,0;93,02
3;794050;155840;PACK DES ABOVE EXTREME L4P3 150ML;DESODORANTE;2025-05-26;2,0;41,21
3;794053;142083;MAMAD DREAMS 250ML SIL RED 3060-01-N;ACESSORIOS;2025-05-26;60,0;671,16
3;794053;155210;PINCEL EYE SOMBRA ESF CHAN E05 LANOSSI*;XAROPES;2025-05-26;16,0;102,28
3;794073;126032;MUNHEQUEIRA ELAST AJUST BEG PAR BC0054*;ORTOPEDICOS;2025-05-26;4,0;75,25
3;794081;992468;CH MAM ORIG N +6M AZ C/2 CH22321;CHUPETAS;2025-05-26;1,0;23,49
3;794083;148530;ED BITUFO KIDS VENTOSA MIRACULOUS 1UND;TIRAS REAGENTES;2025-05-26;8,0;61,38
3;801149;992463;CH MAM AIR 6+M RS CH50312;CHUPETAS;2025-06-24;1,0;17,02
3;801164;151960;ANT SEP D CLEAN LUNA TUTTI FRUTTI 300ML;ENXAGUANTE BUCAL;2025-06-24;3,0;22,47
3;801172;134001;CURATIVO TRANSP RESPIR 10UN COTTONBABY ;MASCULINO;2025-06-24;11,0;17,4
3;801268;150354;KIT PINÇA VAR 3UND LANOSSI ;PINÇAS;2025-06-24;129,0;1109,25
3;803291;140462;ESC LIMP C/ ESPONJA 7082-01-F;ESPONJAS-BANHO;2025-07-01;26,0;253,91
3;803291;140462;ESC LIMP C/ ESPONJA 7082-01-F;ACESSORIO INFANTIL;2025-07-01;26,0;253,91
3;803294;153401;MORDEDOR SILICONE OCTOPLUS M 7700-01-M;ESPATULA;2025-07-01;1,0;12,59
3;803298;150582;CH STAR DIA E NOITE SIL O T1 5814-02-M;ALGODAO;2025-07-01;1,0;11,75
3;803301;153046;CH VIVA SIL RED T2 4912-02-N;CHUPETAS;2025-07-01;3,0;17,94
3;803306;152632;ESM RISQ MET FORA DA CAIXINHA CL 8ML;TERMICA;2025-07-01;3,0;12,94
3;803310;143025;SH XUXINHA BARUEL SUAVE 400ML;AUTOTESTE COVID;2025-07-01;2,0;20,59
3;803331;150389;SAB LIQ CABEÇA AOS PES DINNOBABY 210ML ;PRE/POS TREINO;2025-07-01;9,0;45,17
3;803403;153762;OFF! FAMILY REPELENTE SPRAY 170ML PROMO;REPELENTES;2025-07-01;5,0;52,01
3;803406;132061;ESC D CONDOR DYNAMIC MACIA 3281-0;ORAL CARE;2025-07-01;6,0;30,02
3;803815;145680;ALCOOL GEL HIG ASEPLYNE NEUTRO 1KG;ORTOPEDICOS;2025-07-03;554,0;6940,0
3;803819;134618;CR FACIAL AVEIA DAVENE HIPOALERG 50G;CUIDADOS COM A PELE;2025-07-03;1,0;9,19
3;803826;151791;KIT REFEICAO TRIPPY 7133-01-M;KIT REFEICOES;2025-07-03;3,0;69,72
3;803872;154902;BARRA PROTEIN WOD GOUR DOC DE LEITE C/12;MASCULINO;2025-07-03;10,0;634,76
3;804635;151789;BABADOR SILICONE PEGA MIGALHAS 7123-00-M;ESPONJAS-BANHO;2025-07-07;3,0;42,54
3;806973;153132;TOALHAS UMED MILI LOVE CARE 50UND;LENCOS UMEDECIDOS;2025-07-17;92,0;407,5
3;806982;146931;OFF! FAMILY REPELENTE LOCAO 200ML;REPELENTES;2025-07-17;242,0;2692,9
3;826883;153376;CESTO ARAMADO HUGGIES BEBE ESTAMOS JUNTO;BRINDES;2025-09-29;6,0;5104,56
3;826916;125464;REMOVEDOR ESMALTE ALYNE 100ML;REMOVEDOR ESMALTE;2025-09-29;329,0;884,89
3;826921;144185;CR TRAT SK DIVINO POTAO 1KG;BANDAGEM/FITA;2025-09-29;1,0;7,59
3;827185;140330;MORDEDOR PEIXE 7042-01-AZUL;OMEGAS;2025-09-30;55,0;177,78
3;827252;155823;SH A SECO ABOVE C/COLORAC CAST CLA 150ML;CUIDADO COM O ROSTO;2025-09-30;10,0;118,04
3;827260;152406;COL CHEIRINHO DE BEBE 210ML;HIGIENE INFANTIL;2025-09-30;11,0;187,29
3;827260;155178;KIT ESC+PENTE ESSEN CHARM LANOSSI;PENTES/ESCOVAS;2025-09-30;4,0;48,86
3;827262;158311;BARRA FRUT SUPINO ZERO LEITEDISP20UN 24G;DESCARTAVEIS;2025-09-30;6,0;144,75
3;827262;158311;BARRA FRUT SUPINO ZERO LEITEDISP20UN 24G;MASCULINO;2025-09-30;1,0;24,13
3;827277;125963;ORT PUNHO TALA BILATERAL PRETO G BC0656;ORTOPEDICOS;2025-09-30;2,0;55,7
3;827277;148539;ESC D SANIFILL DEEP CLEAN 3UND;ORAL CARE;2025-09-30;24,0;300,28
3;827277;155520;SAB LIQ FL YPE RF FLOR MACA/FRAM 200ML;PRE/POS TREINO;2025-09-30;3,0;12,62
3;827277;158119;AMEND 8.0 LOURO CLARO KIT MAGNIFIC COLOR;COLORACAO;2025-09-30;1,0;13,78
3;827296;131524;ABS PARA SEIOS YORK FLUFY 12UND;DESCARTAVEIS;2025-09-30;72,0;480,07
3;827296;133402;LENCO PAPEL KLEENEX SORT LV60 P50;DESCARTAVEIS;2025-09-30;6,0;15,86
3;827296;134831;CD XUXINHA BARUEL SONO TRANQUILO 120ML;MEDIDORES DE PRESSAO;2025-09-30;24,0;163,87
3;827296;141434;HID PAIXAO FRAMBOESA HIBISCO BISN 200ML;CUIDADOS COM A PELE;2025-09-30;1,0;9,03
3;827296;141534;ALGODAO YORK BOLA FLUFFY 50G;CHUPETAS;2025-09-30;3,0;9,42
3;827296;148307;BOZZANO BALM BARBA 90G;GEL CAPILAR;2025-09-30;1,0;11,75
3;827296;152811;PIRANHA METAL M GOLD 1UND LANOSSI;MATERIAIS DE EXPEDIENTE;2025-09-30;1,0;8,02
3;827296;154998;GEL D CLEAN 50G+ESC JUVENIL STAR WARS;MASSAGEM;2025-09-30;21,0;186,89
3;827296;155424;ODORIZADOR PURO AR TALCO 350ML;PERFUMES/ESSENCIAS;2025-09-30;22,0;127,27
3;827864;150584;CH STAR DIA E NOITE SIL O T2 5815-02-F;ALGODAO;2025-10-01;5,0;58,76
3;827864;153049;CH VIVA SIL O T2 4915-02-N ;ALGODAO;2025-10-01;20,0;134,64
3;828084;157231;CAF 32XIC MONDIAL C-32 DOLCE AROME PT/IN;BRINDES;2025-10-02;11,0;615,07
3;828086;154522;COPO MINNIE 320ML;BRINDES;2025-10-02;13,0;41,84
3;829336;146731;HID DES SK CASTANHA DO PARA 400ML;CUIDADOS COM A PELE;2025-10-08;12,0;50,96
3;846740;143699;DES AERO GB 48HRS MEN ACTIVE 150ML;DESODORANTE;2025-12-18;10,0;74,47
3;846742;151726;SAB GB VEGETAL BARRA 90G BLANC VANILLA ;SABONETE SOLIDO;2025-12-18;48,0;94,77
3;846744;146611;FRALDA HUGG TRP MEGUINHA M42UND;FRALDAS;2025-12-18;45,0;1156,22
3;846751;154374;EST FLORISS ROSES IN BLOOM 2SAB ROSA 70G;SABONETES;2025-12-18;9,0;139,27
3;846751;157604;KIT INFANTIL BRILHO LABIAL/ESMAL BARBIE*;TERMICA;2025-12-18;1,0;11,24
3;846751;158545;TRIO BRIGADEIRO 20G C/12;DESCARTAVEIS;2025-12-18;48,0;624,08
3;846752;155822;SH A SECO ABOVE C/COLORAC CAST ESC 150ML;CUIDADO COM O ROSTO;2025-12-18;2,0;23,46
3;846756;155044;KIT HID MY SPRAY CLASS 150/50ML;CUIDADOS COM A PELE;2025-12-18;60,0;1010,4
3;846757;135761;TIPOIA ESTAB ESTOFA VELP PP ROSA BC 0069;ANTISSEPTICO;2025-12-18;1,0;34,8
3;846757;153010;PANTURRILHEIRA TERMOCOMPRESSAO PRETO G;ANTISSEPTICO;2025-12-18;2,0;37,14
3;846757;153031;CINTA LOMBAR C/HASTE E AJUSTE DUPL PTO G;ANTISSEPTICO;2025-12-18;3,0;240,09
3;846760;134126;ESC LIMP 2X1 7081-01-AZUL*;ACESSORIO INFANTIL;2025-12-18;18,0;220,14
3;846760;143713;DES CORP PIMENT NERO FERRATI 120ML;GARROTE;2025-12-18;48,0;950,41
3;846760;143719;COL PETUNIA LAVANDA 500ML;TESTES DE GRAVIDEZ;2025-12-18;36,0;689,39
3;846760;143719;COL PETUNIA LAVANDA 500ML;FEMININO;2025-12-18;36,0;689,39
3;846760;153118;PAPEL HIG MILI FD PERFUMADO 30M 12UN;PAPEL HIG;2025-12-18;23,0;345,11
3;846760;153121;PAPEL HIG MILI FD PERFUMADO 30M 4UN;PAPEL HIG;2025-12-18;2,0;10,12
3;846761;155266;SH HUGGIES KIDS NUTRICAO 360ML;MEDIDORES DE PRESSAO;2025-12-18;170,0;2056,82
3;846766;128996;SAB XUXINHA CAMOMILA 80G;HIGIENE INFANTIL;2025-12-18;2,0;5,65
3;846766;128996;SAB XUXINHA CAMOMILA 80G;MEDIDORES DE PRESSAO;2025-12-18;2,0;5,65
3;846779;127103;JOELHEIRA ELAST M PTO BC0633;ORTOPEDICOS;2025-12-18;120,0;2754,02
3;846779;134718;ESP BANHO CONDOR C/ CORDAO 8302;;2025-12-18;12,0;42,19
3;846779;138828;LIP BALM COCONUT GB BLISTER 3,5G;PROTETOR LABIAL;2025-12-18;3,0;14,11
3;846779;138828;LIP BALM COCONUT GB BLISTER 3,5G;DISPOSITIVOS;2025-12-18;3,0;14,11
3;846779;140569;GALAO BODY SIZE 2,2L;TALCO;2025-12-18;5,0;137,76
3;846779;143454;OFF! FAMILY REPELENTE LOCAO 100ML;OXIMETROS;2025-12-18;1,0;8,66
3;846779;150384;PIRANHA PLAST M PRETA 1UND LANOSSI;MATERIAIS DE EXPEDIENTE;2025-12-18;3,0;10,71
3;846779;150636;ESC CAB RAQ QUAD SOFT LANOSSI*;PENTES/ESCOVAS;2025-12-18;3,0;57,69
3;846779;151184;LOC HID GB SILVER 200ML;CUIDADOS COM A PELE;2025-12-18;1,0;9,32
3;846779;151189;LOC HID GB GOLD 200ML;CUIDADOS COM A PELE;2025-12-18;5,0;43,96
3;846779;155193;ELASTICO CAB VIOLE C/6 LANOSSI;MATERIAIS DE EXPEDIENTE;2025-12-18;2,0;7,56
3;846784;67300;BOLSA TERMICA GEL PEQUENA B060130-P50;ANTISSEPTICO;2025-12-18;439,0;2426,93
3;846784;67300;BOLSA TERMICA GEL PEQUENA B060130-P50;ORTOPEDICOS;2025-12-18;878,0;4853,86
3;846784;125285;ESM CR RISQ ROSE BOMBOM BL 8ML;TERMICA;2025-12-18;288,0;920,89
7;1005602;68306;HELIODERM ROSTO FPS30 TOQUE SECO 50G;BRONZEADOR/PROTETOR SOLAR;2025-01-27;3,0;41,55
7;1005602;105228;RAPILAX 75MG/ML (PICOSSULF+SOD) GTS 30ML;PRODUTO COM PMC;2025-01-27;1,0;7,47
7;1005602;140716;DENTALFIX CR S/ SABOR 20G;TIRAS REAGENTES;2025-01-27;4,0;25,21
7;1005602;140728;GLIFER( BISGLICINATO FERRICO) GTS 30ML;DESODORANTE;2025-01-27;173,0;1972,65
7;1005602;140735;HELIODERM SUNCARE FPS50 200G;BRONZEADOR/PROTETOR SOLAR;2025-01-27;1,0;18,56
7;1005602;143467;OSSO-PRO K2 30COM;SUPLEMENTOS;2025-01-27;2,0;58,89
7;1005602;146857;KIT ECON HELIODERM SUNCARE FPS50+FACIAL;BRONZEADOR / PROTETOR;2025-01-27;140,0;3909,2
7;1005602;156556;KIT HELIODERM CORPO FPS70 200ML+FAC 50G;BRONZEADOR / PROTETOR;2025-01-27;1,0;30,95
7;1005606;157;FRALDA HIPOPO MEGA XG 60UND*;FRALDAS;2025-01-27;36,0;1317,18
7;1007928;230;ATADURA CREP 15CMX1,8M CYSNE 1UN CREMER;DESCARTAVEIS;2025-02-07;516,0;1485,02
7;1007928;230;ATADURA CREP 15CMX1,8M CYSNE 1UN CREMER;MASCULINO;2025-02-07;86,0;247,5
7;1007928;144973;ESPARADRAPO BRANCO 2,5CMX4,5M SALVELOX;PROTEINAS;2025-02-07;96,0;302,4
7;1008219;153628;TRAMADOL+PARAC 37,5+325MG (A2) 10COM GMD;MEL/PROPOLIS;2025-02-10;10,0;110,14
7;1008219;153628;TRAMADOL+PARAC 37,5+325MG (A2) 10COM GMD;OLEO/LOC CORPORAL;2025-02-10;10,0;110,14
7;1008441;155032;CITALOPRAM 20MG 30COM (C1) GEN TORRENT;MEL/PROPOLIS;2025-02-11;1,0;6,96
7;1011284;90964;NORETISTERONA+ESTRADIOL 1AMP 1ML+SER CIF;PRODUTO COM PMC;2025-02-24;1,0;7,5
7;1014341;135012;COL GB GIBY 100ML;INALADORES;2025-03-12;12,0;69,43
7;1014341;147650;TESTE GRAVIDEZ MATERNITEST CANETA;FEMININO;2025-03-12;24,0;56,24
7;1014342;147651;TESTE GRAVIDEZ MATERNITEST TIRA+COLETOR;BELEZA;2025-03-12;14,0;10,73
7;1014342;147651;TESTE GRAVIDEZ MATERNITEST TIRA+COLETOR;TESTES DE GRAVIDEZ;2025-03-12;14,0;10,73
7;1019371;149753;MAMAD MAM EASY ACTIVE SET 2X270+330ML AZ;ACESSORIOS;2025-04-03;1,0;34,05
7;1019371;992684;MAMAD MAM EASY ACTIVE 270ML AZ MA40611;MAMADEIRAS;2025-04-03;1,0;20,24
7;1023429;149994;TANSULOSINA 0,4MG 30COM GEN NQ;PRODUTO COM PMC;2025-04-22;1,0;25,71
7;1029471;147026;SUCCIN METOPROLOL 50MG LP 30COM GEN PHAR;MEL/PROPOLIS;2025-05-22;14,0;232,07
