CODFILIAL;NUMERO_NOTA;CODPROD;NOME_PRODUTO;CATEGORIA;DTMOV_SAIDA;QTD_SAIDA;VLR_SAIDA
5;574114;143188;QUETIAPINA 100MG 30COM (C1) GEN GEO;LUBRIFICANTE;2025-12-18;1,0;14,52
5;574114;146487;CICLOBENZAPRINA 5MG 15COM GEN GLB;OLEO/LOC CORPORAL;2025-12-18;5,0;9,32
5;574115;60194;TROMETAMOL CETOROLACO 10MG 10COM GEN LEG;LUBRIFICANTE;2025-12-18;1,0;4,94
5;574115;63258;ATENOLOL+CLORTAL 50+12,5MG 30COM GEN LEG;CAIXA TERMICA;2025-12-18;1,0;3,87
3;773963;125622;BOLSA P/GELO P  BC0020;ORTOPEDICOS;2025-03-08;24,0;891,41
3;774133;134381;CR TRAT SK SOS ARGILA BRANCA 1KG;LINHA CAPILAR;2025-03-10;6,0;45,6
3;774133;136050;MAMAD DREAMS 250ML SIL ORT 3062-01-F  BL;MAMADEIRAS;2025-03-10;26,0;290,88
3;774148;156796;MASC AMEND MILLENAR OLEOS GREGOS 300G;BANDAGEM/FITA;2025-03-10;1,0;35,28
3;774153;140433;VO2 PROTEIN BAR COCO 12UND;DESCARTAVEIS;2025-03-10;48,0;1635,04
3;774153;140433;VO2 PROTEIN BAR COCO 12UND;MASCULINO;2025-03-10;8,0;272,51
3;774153;140435;VO2 PROTEIN BAR MORANGO 12UND;DESCARTAVEIS;2025-03-10;48,0;1693,86
3;774153;140530;CREATINA 120CAP;OLEO CAPILAR;2025-03-10;18,0;583,91
3;774352;125202;BIOCOLOR KIT PRETO AZULADO 2.0;COLORACAO;2025-03-11;14,0;122,7
3;774352;140417;NUTRIWHEY POUCH MORANGO 900G;PRE/POS TREINO;2025-03-11;2,0;94,87
3;774352;140417;NUTRIWHEY POUCH MORANGO 900G;SABONETE LIQUIDO;2025-03-11;2,0;94,87
3;774352;140990;C&B PROT SOL FPS30 200ML;BRONZEADOR/PROTETOR SOLAR;2025-03-11;4,0;88,37
3;774352;143025;SH XUXINHA BARUEL SUAVE 400ML;MEDIDORES DE PRESSAO;2025-03-11;3,0;30,89
3;774352;143580;DES AERO MONANGE ANTI SENSIVEL 90G;VITAMINAS/MINERAIS;2025-03-11;528,0;3326,71
3;774352;152440;DES CORP KANITZ Z 100ML;INALADORES;2025-03-11;7,0;237,7
3;774352;155379;DES ANT ABOVE WOMEN SPORT ENERGY 150ML;DESODORANTES;2025-03-11;3,0;17,91
3;774352;155498;SAB FLOR YPE FLOR DE MACA/FRAMBOESA 85G;SABONETE SOLIDO;2025-03-11;7,0;8,92
3;774356;150347;ALICATE P/CUTICULA 1UND LANOSSI ;ALICATE;2025-03-11;5,0;82,97
3;774364;154241;DES AERO ADIDAS POWER BOOSTER MASC 150ML;VITAMINAS/MINERAIS;2025-03-11;5,0;35,79
3;774366;155193;ELASTICO CAB VIOLE C/6 LANOSSI;ALEITAMENTO;2025-03-11;2,0;7,22
3;774370;153800;ODORIZANTE AMBIENTES/TECID ALECRIM 260ML;MEDIDORES DE GLICEMIA;2025-03-11;1,0;19,87
3;774374;9202;TIRA LEITE MATERNO AMARELO BC0500;PINÇAS;2025-03-11;1,0;17,72
3;774374;127112;TORNOZELEIRA ELAST M PTO BC0647;ORTOPEDICOS;2025-03-11;12,0;229,45
3;774375;155647;EMUL 2% GRANACTIVE RETIN GR-2 30ML PRINC;CUIDADOS COM A PELE;2025-03-11;4,0;213,5
3;774380;150672;CH MAM SUPREME 16+M NEUT C/2 CH9042;CHUPETAS;2025-03-11;1,0;33,63
3;774382;155018;KIT LAVD'S NUIT 250ML+SABLIQ ALFAZ 250ML;INALADORES;2025-03-11;12,0;270,65
3;774383;150664;CH MAM SUPREME 0-6M AZUL C/2UND;ALGODAO;2025-03-11;1,0;31,02
3;774385;156746;PARFUM FEMININO 521 VIP ROSE 15ML AMAKHA;PERFUMES/ESSENCIAS;2025-03-11;2,0;28,96
3;774391;151775;KIT GB NEC+COL20ML+LOC200ML+SAB90G CLASS;MEDIDORES DE PRESSAO;2025-03-11;1,0;23,4
3;774397;141051;ED BITUFO CLASS EXT MACIA 1UND;ORAL CARE;2025-03-11;36,0;236,11
3;774397;151250;DOCE BANANADA DISP24UND 25G PHINUS;ALIMENTOS PROTEICOS;2025-03-11;14,0;394,6
3;774399;144032;COLHER COM PONTA SILICONE M;KIT REFEICOES;2025-03-11;21,0;151,61
3;775103;145590;CD GB BABY&KIDS GIBY&GABY CACHOS 200ML;AUTOTESTE COVID;2025-03-13;6,0;45,4
3;775115;132789;SH ALYNE HIDRATACAO INTENSIVA 350ML;LINHA CAPILAR;2025-03-13;6,0;32,43
3;775121;140464;COLHER PONTA SIL MBITA MB- 7111-01-F;LAMINAS;2025-03-13;8,0;63,68
3;775124;125269;ESM CR RISQ ASTRAL BL 8ML;NEBULIZADORES;2025-03-13;22,0;70,9
3;775132;153128;PAPEL HIG MILI FS BIANCO PERFUM 60M 4UN;PAPEL HIG;2025-03-13;20,0;86,0
3;775134;141818;C&B KIT FPS30 200ML+FACIAL FPS30 50G;BRONZEADOR/PROTETOR SOLAR;2025-03-13;1,0;23,09
3;775135;125252;DES SPR CONTOURE VOLP PRIMEIRO AMOR 80ML;VITAMINAS/MINERAIS;2025-03-13;9,0;36,04
3;775142;66800;SAB LIQ ASEPLYNE 200ML ERVA DOCE ;SABONETES;2025-03-13;6,0;24,44
3;775146;148272;DEO COL PETUNIA BELLA VITTA 100ML;FEMININO;2025-03-13;7,0;190,61
3;775589;147544;PH ROLO PLUS FS 4X500;;2025-03-14;6,0;297,63
3;775596;132042;OLEO PAIXAO CORP AMEND TENTADORA 200ML;LUBRIFICANTE;2025-03-14;1,0;12,75
3;775596;152290;SAB LIQ REFIL MONANGE DETOX 200ML;SABONETES;2025-03-14;129,0;376,2
3;775605;125963;ORT PUNHO TALA BILATERAL PRETO G BC0656;ANTISSEPTICO;2025-03-14;3,0;83,55
3;775606;157767;EVORA INTEGRAL FRUTAS VERMELHAS 300G;SABONETE LIQUIDO;2025-03-14;48,0;848,98
3;775610;132808;DES AERO GB 48HRS FEM LILAC 150ML;VITAMINAS/MINERAIS;2025-03-14;1,0;8,99
3;775625;144198;KIT SH+CD SK MAIS CACHOS 325ML;LINHA CAPILAR;2025-03-14;52,0;597,66
3;776684;153310;SH ALYNE 1L OLEO DE ARGAN;LINHA CAPILAR;2025-03-18;7,0;68,02
3;776686;140693;ESC D CLEAN ADT ENC OK MEDIA;ESCOVAS DENTAIS;2025-03-18;1,0;2,11
3;778211;154350;PENTE AFRO HORA DO BLEC 7201-00      ;TALCO;2025-03-22;2,0;13,71
3;778218;130109;HID CORP AMOR AMENDOA+COLAG 500ML;;2025-03-22;4,0;25,31
3;781087;125357;TIPOIA EM TIRAS BC0069-TI;ANTISSEPTICO;2025-04-02;2,0;37,2
3;781611;143756;DES ROLLON GB MEN ACTIVE 50ML;DESODORANTE;2025-04-04;1,0;4,19
3;790017;148375;SAB LIQ ALYNE SKIN CARE ORQUIDEA 1L;SABONETES;2025-05-09;3,0;18,19
3;790025;145257;ELASTICO CABELO DIA 3 NEUTRO 8523;MATERIAIS DE EXPEDIENTE;2025-05-09;4,0;10,16
3;790028;143565;DES AERO MONANGE ANTI DETOX 90G;VITAMINAS/MINERAIS;2025-05-09;4,0;25,29
3;790046;130652;FIO D SANIFILL CLASSICO MENTA 100M;TIRAS REAGENTES;2025-05-09;3,0;15,78
3;790046;138826;LIP BALM CHERRY GB BLISTER 3,5G;PROTETOR LABIAL;2025-05-09;1,0;4,76
3;790046;144220;SINISTER MASS BAUNILHA 3KG;PRE/POS TREINO;2025-05-09;2,0;140,44
3;794123;125989;JOELHEIRA SPORT ORIF REFOR G BC0037;ANTISSEPTICO;2025-05-26;40,0;976,13
3;794123;125989;JOELHEIRA SPORT ORIF REFOR G BC0037;ORTOPEDICOS;2025-05-26;80,0;1952,25
3;801138;154244;DES AERO ADIDAS ANTI 6 IN 1 MASC 150ML;DESODORANTE;2025-06-24;4,0;28,67
3;801145;141533;C&B PROT SOL AERO FPS50 200ML;BRONZEADOR/PROTETOR SOLAR;2025-06-24;2,0;69,03
3;801148;133379;TOALHAS UMED HUGGIES MAX CLEAN 48UN;PROTEINAS;2025-06-24;12,0;130,38
3;803268;143538;DES AERO ADIDAS ANTI INVISIBLE FEM 150ML;DESODORANTE;2025-07-01;7,0;48,99
3;803272;152224;PIRANHA PLAST M FOSCA 1UND LANOSSI;PRENDEDOR DE CABELO;2025-07-01;4,0;31,46
3;803273;152154;FRALDA HUGG NATCARE ROUPA MEGA G 24UN;FRALDAS;2025-07-01;9,0;283,67
3;803308;141582;KIT MAM LOLLY OCEANO SIL C/3 3660-01-F;TALCO;2025-07-01;1,0;26,05
3;803333;131949;CR TRAT SK ABACATE 1KG;BANDAGEM/FITA;2025-07-01;13,0;98,71
3;803341;148989;ESM CR RISQ MPOUPE MQUEM MEDERA BL 8ML;NEBULIZADORES;2025-07-01;160,0;502,36
3;803344;134431;ESM CR RISQ NUDE BL 8ML;TERMICA;2025-07-01;29,0;92,97
3;803347;128795;ESC D SANIFILL MAXX MACIA;ORAL CARE;2025-07-01;180,0;665,76
3;803385;146725;HID DES SK AMENDOAS DOCES 400ML;CUIDADOS COM A PELE;2025-07-01;24,0;137,37
3;803396;151166;ESC D CONDOR LED HOTWHEELS 3176-0;ORAL CARE;2025-07-01;12,0;162,24
3;803407;154871;BOZZANO SH ANTICASPA MENTOL 3X1 200ML;LINHA CAPILAR;2025-07-01;1,0;8,21
3;803817;154228;MAMAD OCEANO 70ML ORT 2262-01-M;MAMADEIRAS;2025-07-03;2,0;16,94
3;803831;153567;WELLA SOFT COLOR MARROM DOURADO 77;COLORACAO;2025-07-03;1,0;16,42
3;803832;154641;KIT GB PROMO 2 AERO URBAN 30%;VITAMINAS/MINERAIS;2025-07-03;6,0;79,21
3;805117;138828;LIP BALM COCONUT GB BLISTER 3,5G;PROTETOR LABIAL;2025-07-09;7,0;33,4
3;807131;142157;BLOCO POLIDOR CONDOR 8410     ;PED./MANICURE;2025-07-17;1,0;4,24
3;807131;142157;BLOCO POLIDOR CONDOR 8410     ;NEBULIZADORES;2025-07-17;1,0;4,24
3;807131;142157;BLOCO POLIDOR CONDOR 8410     ;TERMICA;2025-07-17;1,0;4,24
3;807138;132951;ESC D CLEAN ADT DUAL BLACK MACIA LV2 PG1;ESCOVAS DENTAIS;2025-07-17;5,0;52,83
3;825252;143580;DES AERO MONANGE ANTI SENSIVEL 90G;DESODORANTE;2025-09-24;2,0;12,6
3;826870;152320;TOALHAS UMED HUGGIES DS TRIPLA PROT 88UN;DESCARTAVEIS;2025-09-29;216,0;1571,41
3;826870;152320;TOALHAS UMED HUGGIES DS TRIPLA PROT 88UN;MASCULINO;2025-09-29;36,0;261,9
3;826874;129951;ALCOOL GEL HIG ASEPLYNE ALOE VERA 92G;ANTISSEPTICO;2025-09-29;8,0;25,79
3;826876;128910;PINCA DOURADA INOX BC384;PINÇAS;2025-09-29;3,0;21,24
3;826884;140441;COQUETELEIRA 1 DOSE NACIONAL;ACESSORIOS;2025-09-29;10,0;71,18
3;826884;151958;VENTILADOR DE MESA MONDIAL30CM SUPPOWER6;BRINDES;2025-09-29;29,0;2071,02
3;826884;153688;GARR TERM STANLEY SWITCHBACK BRANC 473ML;HASTES FLEXIVEIS;2025-09-29;1,0;103,11
3;826884;154455;BANDEJA LINEAR INTIMUS VARAK;BRINDES;2025-09-29;3,0;121,67
3;826884;156188;MALA ACADEMIA OLYMPIA TRADE;BRINDES;2025-09-29;2,0;55,75
3;826884;156668;CAFETEIRA ARNO12XICARA CLASSIC CFC1 110V;BRINDES;2025-09-29;1,0;59,96
3;826884;156714;LIQ 3VEL/PUL BRITANIA BLACK 600W PT 220V;BRINDES;2025-09-29;13,0;853,18
3;826884;156901;DISPLAY ABOVE PRETO MASCULINO;BRINDES;2025-09-29;1,0;89,62
3;826932;136518;CH DREAMS SIL ORT T1 5314-01-F BL;CHUPETAS;2025-09-29;15,0;77,02
3;827184;134698;ESC D CLEAN ADT VIAGEM MACIA;ESCOVAS DENTAIS;2025-09-30;11,0;37,45
3;827254;155422;ODORIZADOR PURO AR PETALAS DE ROSAS350ML;MEDIDORES DE GLICEMIA;2025-09-30;8,0;46,28
3;827257;132425;MAMAD BIG CLEAN 340ML SIL R 10065-01-AZ;TALCO;2025-09-30;10,0;116,27
3;827261;157532;SAB ABOVE BARRA CREAM VANLLA 75G;SABONETE SOLIDO;2025-09-30;216,0;476,54
3;827401;156408;TOALHAS UMED HUGGIES DS HIG DIARIA 120UN;MASCULINO;2025-09-30;24,0;251,1
3;827402;143822;REPELENTE LOC BARUEL KIDS 100ML;REPELENTES;2025-09-30;1,0;9,94
3;827402;148469;COPO VIVA C/CANUDO 330ML 7198-00-M;COPOS;2025-09-30;6,0;71,3
3;827402;155378;DES ANT ABOVE MEN SPORT ENERGY 150ML;DESODORANTES;2025-09-30;13,0;69,45
3;827408;159305;TOALHAS UMED LOOPING LOONEY TUNES 96UN;LENCOS UMEDECIDOS;2025-09-30;16,0;67,35
3;827409;154391;BCAA BLACK WOD 2.1.1 100CAP;SABONETE LIQUIDO;2025-09-30;84,0;1992,47
3;827410;158545;TRIO BRIGADEIRO 20G C/12;DESCARTAVEIS;2025-09-30;60,0;780,1
3;827411;154724;ABS PARA SEIOS 7224-01 LOLLY;PROTEINAS;2025-09-30;26,0;309,55
3;827411;157509;FRALDA GER CONF MASTER PANTS P/M 16UND;FRALDAS;2025-09-30;52,0;1255,37
3;827415;144668;PROTETOR DE QUINA;ACESSORIO INFANTIL;2025-09-30;6,0;48,9
3;827755;156730;PARFUM MASCULINO ANIMALS 15ML AMAKHA;MEDIDORES DE GLICEMIA;2025-10-01;2,0;30,74
3;827757;155812;GRAMPO N5 LOIRO C/50UND LANOSSI;ALEITAMENTO;2025-10-01;6,0;33,69
3;827762;140425;WHEY 100% PURE BAUNILHA REFIL 900G;SABONETE LIQUIDO;2025-10-01;5,0;489,06
3;827767;141148;ABS MILI PROT TOTAL SUAVE S/AB 8UND;ABSORVENTES;2025-10-01;70,0;118,25
3;827767;159068;DEO COL ALYNE LALYBOOM KIDS MISTER 250ML;AGUA DE COLONIA;2025-10-01;1,0;10,75
3;827772;158351;FRALDA DINNO BABY PANTS PREMIUM JB G30;FRALDAS;2025-10-01;6,0;121,81
3;827779;152433;DES CORP KANITZ LAVANDA CLASSIC 200ML;AGUA DE COLONIA;2025-10-01;9,0;193,5
3;827780;152828;CORTADOR DE UNHA P LANOSSI;TESOURA;2025-10-01;12,0;47,44
3;827860;152260;KIT LIGHTYEAR (SH 250ML+CD 230ML);AUTOTESTE COVID;2025-10-01;44,0;709,91
3;827863;136045;MAMAD DREAMS 250ML SIL RED 3060-01-M  BL;TALCO;2025-10-01;8,0;95,12
3;827863;152308;MAMAD BIG STAR 330ML SIL RN12765-01-N   ;MAMADEIRAS;2025-10-01;5,0;89,38
3;827865;155635;SERUM 10%AC MAN+1%ALFA AM-10 30ML PRINC;CUIDADOS COM A PELE;2025-10-01;1,0;39,26
3;828085;154835;KIT CHURRASCO;BRINDES;2025-10-02;2,0;59,61
3;828087;138522;EXPOSITOR MERCUR MEDIO BODY CARE;BRINDES;2025-10-02;3,0;0,03
3;828087;154583;SANDUICHEIRA AMVOX AMS500 PRETO 220V;BRINDES;2025-10-02;1,0;89,9
3;828087;156982;DISPLAY DE BALCAO 60 PERFUMES;BRINDES;2025-10-02;3,0;314,55
3;828089;140494;HASTES FLEX CARTUCHO 150UN COTTONBABY ;PROTEINAS;2025-10-02;6,0;16,28
3;828089;152636;PROT DIARIO INTIMUS IND TROCA 80UN;ABSORVENTES;2025-10-02;5,0;64,4
3;828089;157525;OLEO DE AMENDOAS CORPORAL ABOVE 100ML;LUBRIFICANTE;2025-10-02;4,0;24,59
3;828095;159383;MORDEDOR SILICONE GIRAFFY 7703-01;MORDEDORES;2025-10-02;2,0;21,01
3;828096;133917;FRALDA HUGG SUPREME ROUPA MG G30UN;FRALDAS;2025-10-02;52,0;1952,13
3;828100;992475;CH MAM ORIG +6M RS C/2 CH23322;CHUPETAS;2025-10-02;2,0;47,23
3;828101;155791;PIRANHA PRISMA C/1UN LANOSSI*;PRENDEDOR DE CABELO;2025-10-02;12,0;105,13
3;828102;141828;ROUPA INT PLENIT PROTECT PLUS P/M 16UND;FRALDAS;2025-10-02;1,0;42,65
3;828104;135717;PROT DIARIO INTIMUS S/AB C/PF L80P60;ABSORVENTES;2025-10-02;1,0;10,82
3;828104;149987;GUARDANAPO SNOB FOLHA SIMPLES GDE 50FOL;MASCULINO;2025-10-02;144,0;269,11
3;828104;152406;COL CHEIRINHO DE BEBE 210ML;HIGIENE INFANTIL;2025-10-02;33,0;561,88
3;828104;156127;ESPUMA DE BANHO CORP GB SECRETS 150ML;SABONETES;2025-10-02;36,0;414,07
3;828105;127737;ESM CR RISQ POEMA BL 8ML;;2025-10-02;6,0;15,05
3;828105;127952;FITA DENTAL SANIFILL MENTA 100M 1UND;ORAL CARE;2025-10-02;12,0;63,08
3;828105;141688;GEL DENTAL BITUFO COCORICO S/F T FRU 90G;ORAL CARE;2025-10-02;18,0;112,87
3;828105;148542;ESC D SANIFILL POCKET MACIA 1UND;ORAL CARE;2025-10-02;21,0;59,4
3;828105;152291;SAB LIQ REFIL MONANGE FLOR LAVANDA 400ML;SABONETES;2025-10-02;3,0;16,57
3;828106;155407;KIT SH+CD ABOVE FEM NUTRICAO 325+200ML;LINHA CAPILAR;2025-10-02;6,0;58,45
3;828106;158709;GEL D CLEAN INF STITCH 50G;MASSAGEM;2025-10-02;3,0;11,95
3;828111;146071;ESM CR RISQ GUER DO ARCO IRIS BL 8ML;PED./MANICURE;2025-10-02;25,0;78,4
3;828111;146071;ESM CR RISQ GUER DO ARCO IRIS BL 8ML;NEBULIZADORES;2025-10-02;25,0;78,4
3;828111;149725;OLEO PAIXAO FLOR DE BAUNILHA 100ML;MEL/PROPOLIS;2025-10-02;1,0;7,16
3;828114;148273;DEO COL PETUNIA LADY VIP 100ML;TESTES DE GRAVIDEZ;2025-10-02;8,0;217,76
3;828115;143258;CH OCEANO SIL R T2 5212-01-F;ALGODAO;2025-10-02;16,0;81,24
3;828115;154471;PROMOPACK SUPER HIALU (SH+COND)2X300ML;LINHA CAPILAR;2025-10-02;494,0;4190,11
3;828115;155788;PIRANHA MINI C/9UN LANOSSI*;PRENDEDOR DE CABELO;2025-10-02;2,0;11,35
3;828115;157989;PENTE PIOLHO DENTES EM AÇO1UN MARCO BONI;ESCOVAS/PENTES;2025-10-02;4,0;33,52
3;828117;152406;COL CHEIRINHO DE BEBE 210ML;AUTOTESTE COVID;2025-10-02;29,0;493,77
3;828117;152406;COL CHEIRINHO DE BEBE 210ML;MEDIDORES DE PRESSAO;2025-10-02;29,0;493,77
3;828117;157177;DES CR GB ROSE 55G;DESODORANTES;2025-10-02;27,0;88,13
3;828119;128538;ASPIRADOR NASAL 2EM1 7170-01-M*;DISPOSITIVOS;2025-10-02;216,0;1363,33
3;828119;157505;KIT GB BODY SPLASH+LOCAO ROSE GOLD;AUTOTESTE COVID;2025-10-02;4,0;119,53
3;828177;152817;PIRANHA LUXO COLOR 1UND LANOSSI;ALEITAMENTO;2025-10-02;30,0;175,78
3;828264;138822;KIT MAM TIP 240,80,50 R 3470-01-M;ACESSORIOS;2025-10-02;12,0;207,85
3;828264;144184;CR TRAT SK POTAO DESMAIADO 1KG;LINHA CAPILAR;2025-10-02;12,0;90,79
3;828265;133228;ABS INTIMUS NOTURNO SECA C/AB 8UN;ABSORVENTES;2025-10-02;22,0;93,93
3;828265;153011;PANTURRILHEIRA TERMOCOMPRESSAO PRETO GG;ANTISSEPTICO;2025-10-02;1,0;21,1
3;828266;128758;REMOVEDOR ESMALTE ALYNE 60% 500ML;REMOVEDOR ESMALTE;2025-10-02;12,0;143,27
3;828266;128758;REMOVEDOR ESMALTE ALYNE 60% 500ML;UMIDIFICADOR;2025-10-02;12,0;143,27
3;828266;141841;PROT PLENITUD FEMME MEDIO 14UND;PROTEINAS;2025-10-02;8,0;37,04
3;828266;151988;REPELENTE EXPOSIS SPRAY GATILHO 150ML;REPELENTES;2025-10-02;1,0;40,35
3;828266;151988;REPELENTE EXPOSIS SPRAY GATILHO 150ML;OXIMETROS;2025-10-02;1,0;40,35
3;828267;152235;ESC D CLEAN ADT VLR MAGIC MEDIA 5UND;MASSAGEM;2025-10-02;67,0;957,36
3;828267;152921;REP INSETOS ATE 5H SPRAY 100ML BEBE LOVE;REPELENTES;2025-10-02;15,0;148,75
3;828267;157825;DES CR GB DOLCE VANILLA 55G;DESODORANTES;2025-10-02;12,0;37,09
3;828267;993775;MAMAD MAM EASY START 320ML RS MA01712;TALCO;2025-10-02;6,0;247,81
3;829358;143757;DES ROLLON GB MEN FRESH 50ML;VITAMINAS/MINERAIS;2025-10-08;4,0;17,91
3;829358;145698;FRALDA BABYSEC INF ULTRA HIPER M 68UN;FRALDAS;2025-10-08;31,0;1251,66
3;829358;156072;PROT DIARIO POISE ESCAP URINA LONGO 14UN;DESCARTAVEIS;2025-10-08;90,0;545,2
3;829468;151777;KIT GB NEC+COL20ML+LOC200ML+SAB90G BLANC;AUTOTESTE COVID;2025-10-08;19,0;445,25
3;829469;156207;FRALDA HUGG TRP MEGUINHA M 36UN;FRALDAS;2025-10-08;12,0;320,51
3;846745;147335;FRALDA HUGG TRP PROT HIPER XG66UND;FRALDAS;2025-12-18;63,0;3622,71
3;846767;152429;KIT SH+CD CHEIRINHO BEBE ROSA 210ML;BANDAGEM/FITA;2025-12-18;3,0;44,91
3;846770;992447;CH MAM ORIG N 0-6M RS C/2 CH22222;CHUPETAS;2025-12-18;1,0;21,07
3;846774;125752;MUNHEQUEIRA ELAST AJUST PRET PECA BC0054;ANTISSEPTICO;2025-12-18;4,0;63,36
3;846774;158640;FRALDA BABYSEC SHORT PREM MEGA XXXG 16IM;FRALDAS;2025-12-18;438,0;9790,83
3;847682;159378;DES AEROSSOL P/PES BARLA 90G/150ML;VITAMINAS/MINERAIS;2025-12-22;3,0;26,65
3;847684;159601;PROT SOLAR 14%MIX+5%NIAC FPS40 PS01 40ML;BRONZEADOR/PROTETOR;2025-12-22;60,0;1561,22
3;847686;147497;COPO MAM TRAINER NIGHT150ML AZ CP31211;ESCOVA P/UNHAS;2025-12-22;1,0;30,16
3;847687;144194;KIT SH+CD SK 2 EM1 325ML;LINHA CAPILAR;2025-12-22;9,0;105,17
3;847687;150334;BENGALA FIXA PRETO BC1563-PR;ANTISSEPTICO;2025-12-22;5,0;177,44
3;847688;160581;TOALHAS UMED COTTONBABY CUI PELE 50UN;PROTEINAS;2025-12-22;84,0;333,62
3;847689;152755;CRISP BAR COOKIES AND CREAM 12UND;SUPLEMENTOS;2025-12-22;5,0;312,74
7;1001884;152348;PARAMOL (PARACETAMOL) 500MG(20X10)200COM;PRODUTO SEM PMC;2025-01-07;3,0;73,83
7;1005051;133380;TOALHAS UMED HUGGIES DS SUP CARE 48UN;DESCARTAVEIS;2025-01-23;6,0;52,71
7;1005603;128896;SANILIN SPRAY MEL E LIMAO 50ML;PRODUTO COM PMC;2025-01-27;3,0;43,57
7;1005603;140714;CLARISKIN CR FPS 30G;PRODUTO COM PMC;2025-01-27;3,0;67,2
7;1005603;141872;FLORABAC 12CAP;CORPO;2025-01-27;8,0;139,38
7;1005603;145298;RESFENOL (PARAC+CLORF+FENIL) 50SACHES 5G;PRODUTO COM PMC;2025-01-27;15,0;787,97
7;1005603;151758;KIT HELIODERM DERMO FAC FPS50+SAB LIQ;BRONZEADOR / PROTETOR;2025-01-27;7,0;122,99
7;1005603;155065;BUPROLIVIUM (IBUPROFENO) 400MG 8CAP;PRODUTO COM PMC;2025-01-27;12,0;70,18
7;1005620;148470;DICLOFENACO POT 50MG 20COM GEN GEO;PRODUTO COM PMC;2025-01-27;2,0;3,97
7;1005788;126928;BICO MAM SIL ORT T2 0062-01 BL;CREME ASSADURAS;2025-01-28;4,0;14,73
7;1006408;148378;FLUCONAZOL 150MG 2CAP GEN VITAMEDIC;LUBRIFICANTE;2025-01-30;23,0;43,24
7;1006409;110370;ORLISTATE 120MG 84CAP GEN NQ;CAIXA TERMICA;2025-01-30;21,0;2698,17
7;1006411;992436;CH MAM ORIG 0-6M VERDE CH20211;ALGODAO;2025-01-30;6,0;60,36
7;1006716;102202;QUETIAPINA 200MG 30COM (C1) GEN GMD;PRODUTO COM PMC;2025-01-31;3,0;102,11
7;1006716;140982;ESCITALOPRAM 20MG/ML 15ML (C1) GEN GEO;MEL/PROPOLIS;2025-01-31;12,0;228,06
7;1006718;151230;APIXABANA 2,5MG 20COM GEN NQ;OLEO/LOC CORPORAL;2025-01-31;1,0;26,64
7;1007223;140364;SERTRALINA 50MG 30COM (C1) GEN GEO;PRODUTO COM PMC;2025-02-04;60,0;367,14
7;1007691;63436;BETRICORT (CETO+BETA+NEO) PM 30G;PRODUTO COM PMC;2025-02-05;2,0;13,29
7;1007698;19720;TORSILAX (PARAC+CARIS+DICL+CAF) 30COM;PRODUTO COM PMC;2025-02-06;120,0;1026,73
7;1008220;76520;NORFLOXACINO 400MG 14COM GEN GLB;CAIXA TERMICA;2025-02-10;1,0;6,62
7;1008220;155386;DES ABOVE WOMEN DERMACLINICAL 96H 150ML;VITAMINAS/MINERAIS;2025-02-10;5,0;36,35
7;1008224;152897;TOALHAS UMED PERSONAL BABY CAMOMILA L4P3;LENCOS UMEDECIDOS;2025-02-10;8,0;140,79
7;1008438;101265;CLOMIPRAMINA 25MG 20COM (C1) GEN GMD;CAIXA TERMICA;2025-02-11;4,0;79,9
7;1008438;101419;SIBUTRAMINA 15MG 30CAP (B2) GEN GMD;PRODUTO COM PMC;2025-02-11;1,0;13,81
7;1009123;146529;DESOGESTREL 75MCG 28COM GEN GMD;CAIXA TERMICA;2025-02-12;3,0;19,16
7;1009167;135349;CH JOY SIL RED T2 5112-01 ROSA BL;ALGODAO;2025-02-13;1,0;3,28
7;1009167;144316;CH 100%SILICONE RT1 6111-01N;ALGODAO;2025-02-13;1,0;6,43
7;1009167;155059;PROCTOSAN POM C/15APLIC 30G;PRODUTO SEM PMC;2025-02-13;3,0;66,31
7;1009167;992476;COPO MAM TRAINER 220ML AZ CP01111;ESCOVA P/UNHAS;2025-02-13;1,0;26,05
7;1009171;153628;TRAMADOL+PARAC 37,5+325MG (A2) 10COM GMD;PRODUTO COM PMC;2025-02-13;10,0;110,14
7;1009218;71412;CLONAZEPAM 2MG 30COM (B1) GEN LEG;PRODUTO COM PMC;2025-02-13;4,0;10,76
7;1009218;71412;CLONAZEPAM 2MG 30COM (B1) GEN LEG;LUBRIFICANTE;2025-02-13;4,0;10,76
7;1009409;135976;ESP BANHO CONDOR INF HOTWHELLS 8304;ACESSORIO INFANTIL;2025-02-14;3,0;15,06
7;1009998;123277;LORATADINA XPE 100ML GEN MEDQ;MEL/PROPOLIS;2025-02-17;24,0;127,01
7;1011306;150354;KIT PINÇA VAR 3UND LANOSSI ;PINÇAS;2025-02-24;30,0;331,02
7;1011306;150386;KIT PINCEIS+ESPONJA MINT 5UND LANOSSI;XAROPES;2025-02-24;18,0;452,84
7;1011307;130602;ESC D CLEAN ADT BASIC COLOR MACIA LEV3P2;ESCOVAS DENTAIS;2025-02-24;1,0;4,13
7;1011307;141116;GEL D CLEAN INF HEROIS S/FLUOR 100G;MASSAGEM;2025-02-24;9,0;51,49
7;1011307;144156;KIT D CLEAN EST INF ESC PEPPA PIG 50G;MASSAGEM;2025-02-24;1,0;13,94
7;1011534;90832;VITERGYL C 1G 10COM EFERV;PRODUTO SEM PMC;2025-02-24;1,0;2,38
